id_obec;obec;id_obec_nuts;id_okres;gps_lon;gps_lat;obec_alt_nazov;obec_dlhy_nazov;populacia
508454;Badín;SK0321508454;601;19,120957;48,665573;Badín;Badín;2031
508471;Baláže;SK0321508471;601;19,195536;48,813729;Baláže;Baláže;224
508438;Banská Bystrica;SK0321508438;601;19,146192;48,736277;Banská Bystrica;Banská Bystrica;77482
508675;Brusno;SK0321508675;601;19,389104;48,790209;Brusno;Brusno;2187
508519;Čerín;SK0321508519;601;19,247408;48,660661;Čerín;Čerín;453
508543;Dolná Mičiná;SK0321508543;601;19,221089;48,67284;Dolná Mičiná;Dolná Mičiná;446
508551;Dolný Harmanec;SK0321508551;601;19,053764;48,808598;Dolný Harmanec;Dolný Harmanec;272
508560;Donovaly;SK0321508560;601;19,222458;48,880122;Donovaly;Donovaly;262
508586;Dúbravica;SK0321508586;601;19,271793;48,677793;Dúbravica;Dúbravica;430
508594;Harmanec;SK0321508594;601;19,078445;48,794996;Harmanec;Harmanec;838
508616;Hiadeľ;SK0321508616;601;19,315932;48,809386;Hiadeľ;Hiadeľ;518
508632;Horná Mičiná;SK0321508632;601;19,211528;48,698004;Horná Mičiná;Horná Mičiná;664
508641;Horné Pršany;SK0321508641;601;19,08495;48,700191;Horné Pršany;Horné Pršany;399
508659;Hrochoť;SK0321508659;601;19,312271;48,655447;Hrochoť;Hrochoť;1469
580236;Hronsek;SK0321580236;601;19,15664;48,652472;Hronsek;Hronsek;667
508713;Kordíky;SK0321508713;601;19,022232;48,771777;Kordíky;Kordíky;480
508721;Králiky;SK0321508721;601;19,036745;48,734982;Králiky;Králiky;685
557277;Kynceľová;SK0321557277;601;19,185747;48,751024;Kynceľová;Kynceľová;366
508748;Ľubietová;SK0321508748;601;19,362829;48,746466;Ľubietová;Ľubietová;1251
508756;Lučatín;SK0321508756;601;19,319471;48,783358;Lučatín;Lučatín;673
580244;Malachov;SK0321580244;601;19,088698;48,710247;Malachov;Malachov;1114
508764;Medzibrod;SK0321508764;601;19,352223;48,791662;Medzibrod;Medzibrod;1379
508799;Moštenica;SK0321508799;601;19,292267;48,807198;Moštenica;Moštenica;244
508802;Motyčky;SK0321508802;601;19,170129;48,860449;Motyčky;Motyčky;106
508781;Môlča;SK0321508781;601;19,231268;48,7188;Môlča;Môlča;394
557285;Nemce;SK0321557285;601;19,184494;48,764633;Nemce;Nemce;1164
508837;Oravce;SK0321508837;601;19,263625;48,684806;Oravce;Oravce;179
508861;Podkonice;SK0321508861;601;19,255933;48,799365;Podkonice;Podkonice;920
508896;Pohronský Bukovec;SK0321508896;601;19,378226;48,837517;Pohronský Bukovec;Pohronský Bukovec;115
508918;Poniky;SK0321508918;601;19,290028;48,71023;Poniky;Poniky;1567
508926;Povrazník;SK0321508926;601;19,364949;48,71603;Povrazník;Povrazník;142
508942;Priechod;SK0321508942;601;19,231792;48,779106;Priechod;Priechod;992
508969;Riečka;SK0321508969;601;19,075019;48,75797;Riečka (BB);Riečka, okres Banská Bystrica;836
508977;Sebedín-Bečov;SK0321508977;601;19,2399907;48,6369441;Sebedín-Bečov;Sebedín-Bečov;363
508985;Selce;SK0321508985;601;19,206689;48,764809;Selce (BB);Selce, okres Banská Bystrica;2147
509001;Slovenská Ľupča;SK0321509001;601;19,275786;48,765451;Slovenská Ľupča;Slovenská Ľupča;3242
509019;Staré Hory;SK0321509019;601;19,114853;48,839048;Staré Hory;Staré Hory;537
509027;Strelníky;SK0321509027;601;19,393028;48,723773;Strelníky;Strelníky;783
509035;Špania Dolina;SK0321509035;601;19,134093;48,80747;Špania Dolina;Špania Dolina;217
509060;Tajov;SK0321509060;601;19,069941;48,746047;Tajov;Tajov;667
557269;Turecká;SK0321557269;601;19,087788;48,848516;Turecká;Turecká;153
557293;Vlkanová;SK0321557293;601;19,146939;48,668291;Vlkanová;Vlkanová;1299
516601;Baďan;SK0322516601;602;18,840758;48,3319;Baďan;Baďan;171
516627;Banská Belá;SK0322516627;602;18,933373;48,475338;Banská Belá;Banská Belá;1197
516643;Banská Štiavnica;SK0322516643;602;18,893035;48,458653;Banská Štiavnica;Banská Štiavnica;9911
516651;Banský Studenec;SK0322516651;602;18,970769;48,446338;Banský Studenec;Banský Studenec;471
516678;Beluj;SK0322516678;602;18,892693;48,351702;Beluj;Beluj;137
516716;Dekýš;SK0322516716;602;18,8155;48,396751;Dekýš;Dekýš;198
516856;Ilija;SK0322516856;602;18,899389;48,419132;Ilija;Ilija;350
516953;Kozelník;SK0322516953;602;18,997509;48,51353;Kozelník;Kozelník;161
517071;Močiar;SK0322517071;602;18,945393;48,541446;Močiar;Močiar;159
517160;Počúvadlo;SK0322517160;602;18,834763;48,366312;Počúvadlo;Počúvadlo;94
517143;Podhorie;SK0322517143;602;18,919328;48,512574;Podhorie (BS);Podhorie, okres Banská Štiavnica;329
517178;Prenčov;SK0322517178;602;18,92423;48,358672;Prenčov;Prenčov;636
516597;Svätý Anton;SK0322516597;602;18,939201;48,417606;Svätý Anton;Svätý Anton;1231
517283;Štiavnické Bane;SK0322517283;602;18,865273;48,439442;Štiavnické Bane;Štiavnické Bane;816
517372;Vysoká;SK0322517372;602;18,790441;48,412468;Vysoká (BS);Vysoká, okres Banská Štiavnica;143
508446;Bacúch;SK0323508446;603;19,805998;48,859294;Bacúch;Bacúch;898
508462;Beňuš;SK0323508462;603;19,757476;48,828961;Beňuš;Beňuš;1174
508489;Braväcovo;SK0323508489;603;19,749829;48,839927;Braväcovo;Braväcovo;680
508497;Brezno;SK0323508497;603;19,643888;48,806356;Brezno;Brezno;20691
557251;Bystrá;SK0323557251;603;19,599434;48,84164;Bystrá (BR);Bystrá, okres Brezno;175
508527;Čierny Balog;SK0323508527;603;19,651341;48,74818;Čierny Balog;Čierny Balog;5100
508535;Dolná Lehota;SK0323508535;603;19,505779;48,834871;Dolná Lehota;Dolná Lehota;707
508578;Drábsko;SK0323508578;603;19,655777;48,648665;Drábsko;Drábsko;177
508608;Heľpa;SK0323508608;603;19,969363;48,860657;Heľpa;Heľpa;2494
508667;Hronec;SK0323508667;603;19,581984;48,794766;Hronec;Hronec;1187
508691;Jarabá;SK0323508691;603;19,688596;48,890004;Jarabá;Jarabá;40
508705;Jasenie;SK0323508705;603;19,457834;48,836262;Jasenie;Jasenie;1175
508730;Lom nad Rimavicou;SK0323508730;603;19,648592;48,641562;Lom nad Rimavicou;Lom nad Rimavicou;239
508772;Michalová;SK0323508772;603;19,779673;48,762529;Michalová;Michalová;1333
508811;Mýto pod Ďumbierom;SK0323508811;603;19,632305;48,852368;Mýto pod Ďumbierom;Mýto pod Ďumbierom;533
508829;Nemecká;SK0323508829;603;19,418557;48,814092;Nemecká;Nemecká;1770
508845;Osrblie;SK0323508845;603;19,525923;48,755293;Osrblie;Osrblie;369
508853;Podbrezová;SK0323508853;603;19,538867;48,810356;Podbrezová;Podbrezová;3783
508870;Pohorelá;SK0323508870;603;20,016562;48,861732;Pohorelá;Pohorelá;2117
508888;Pohronská Polhora;SK0323508888;603;19,799098;48,755156;Pohronská Polhora;Pohronská Polhora;1718
508900;Polomka;SK0323508900;603;19,852558;48,852131;Polomka;Polomka;2949
508934;Predajná;SK0323508934;603;19,462212;48,815175;Predajná;Predajná;1315
508951;Ráztoka;SK0323508951;603;19,401339;48,820133;Ráztoka;Ráztoka;270
508993;Sihla;SK0323508993;603;19,646975;48,657538;Sihla;Sihla;190
509043;Šumiac;SK0323509043;603;20,129853;48,840071;Šumiac;Šumiac;1258
509051;Telgárt;SK0323509051;603;20,188444;48,851701;Telgárt;Telgárt;1516
509086;Valaská;SK0323509086;603;19,574405;48,815052;Valaská;Valaská;3576
509094;Vaľkovňa;SK0323509094;603;20,068437;48,83455;Vaľkovňa;Vaľkovňa;441
509124;Závadka nad Hronom;SK0323509124;603;19,911428;48,850298;Závadka nad Hronom;Závadka nad Hronom;2280
518263;Detva;SK0324518263;604;19,419143;48,560376;Detva;Detva;14402
518271;Detvianska Huta;SK0324518271;604;19,591499;48,566486;Detvianska Huta;Detvianska Huta;683
518379;Dúbravy;SK0324518379;604;19,369385;48,587402;Dúbravy;Dúbravy;945
518450;Horný Tisovník;SK0324518450;604;19,36315;48,415608;Horný Tisovník;Horný Tisovník;173
518468;Hriňová;SK0324518468;604;19,527755;48,578;Hriňová;Hriňová;7338
518492;Klokoč;SK0324518492;604;19,338905;48,502831;Klokoč;Klokoč;479
580520;Korytárky;SK0324580520;604;19,471284;48,546911;Korytárky;Korytárky;957
518549;Kriváň;SK0324518549;604;19,44496;48,530146;Kriváň;Kriváň;1757
511510;Látky;SK0324511510;604;19,634043;48,580261;Látky;Látky;583
511731;Podkriváň;SK0324511731;604;19,457302;48,514009;Podkriváň;Podkriváň;573
518794;Slatinské Lazy;SK0324518794;604;19,29971;48,499838;Slatinské Lazy;Slatinské Lazy;544
518816;Stará Huta;SK0324518816;604;19,344171;48,474151;Stará Huta;Stará Huta;327
518824;Stožok;SK0324518824;604;19,357376;48,533676;Stožok;Stožok;1088
518921;Vígľaš;SK0324518921;604;19,293473;48,555371;Vígľaš;Vígľaš;1556
518930;Vígľašská Huta-Kalinka;SK0324518930;604;19,2785571;48,4920732;Vígľašská Huta-Kalinka;Vígľašská Huta-Kalinka;328
518212;Bzovík;SK0325518212;605;19,088667;48,320311;Bzovík;Bzovík;1175
518239;Cerovo;SK0325518239;605;19,157196;48,254658;Cerovo;Cerovo;580
518247;Čabradský Vrbovok;SK0325518247;605;19,077331;48,256965;Čabradský Vrbovok;Čabradský Vrbovok;233
518255;Čekovce;SK0325518255;605;19,121678;48,350739;Čekovce;Čekovce;469
518280;Devičie;SK0325518280;605;19,025667;48,308385;Devičie;Devičie;300
518301;Dolné Mladonice;SK0325518301;605;19,127965;48,338325;Dolné Mladonice;Dolné Mladonice;127
518310;Dolný Badín;SK0325518310;605;19,066898;48,26949;Dolný Badín;Dolný Badín;251
518336;Domaníky;SK0325518336;605;18,990158;48,263473;Domaníky;Domaníky;194
518344;Drážovce;SK0325518344;605;18,906896;48,251776;Drážovce;Drážovce;127
518352;Drienovo;SK0325518352;605;19,061934;48,23033;Drienovo;Drienovo;106
518387;Dudince;SK0325518387;605;18,880261;48,171261;Dudince;Dudince;1388
518409;Hontianske Moravce;SK0325518409;605;18,85303;48,187742;Hontianske Moravce;Hontianske Moravce;817
518417;Hontianske Nemce;SK0325518417;605;18,990963;48,284762;Hontianske Nemce;Hontianske Nemce;1428
518425;Hontianske Tesáre;SK0325518425;605;18,92106;48,201521;Hontianske Tesáre;Hontianske Tesáre;905
518433;Horné Mladonice;SK0325518433;605;19,150982;48,343842;Horné Mladonice;Horné Mladonice;187
518441;Horný Badín;SK0325518441;605;19,075361;48,278421;Horný Badín;Horný Badín;176
518484;Jalšovík;SK0325518484;605;19,115268;48,313471;Jalšovík;Jalšovík;185
518514;Kozí Vrbovok;SK0325518514;605;19,115005;48,299679;Kozí Vrbovok;Kozí Vrbovok;158
518531;Kráľovce-Krnišov;SK0325518531;605;18,9762068;48,3514484;Kráľovce-Krnišov;Kráľovce-Krnišov;147
518557;Krupina;SK0325518557;605;19,064556;48,357357;Krupina;Krupina;7850
518565;Lackov;SK0325518565;605;19,186615;48,320648;Lackov;Lackov;101
518573;Ladzany;SK0325518573;605;18,904843;48,264413;Ladzany;Ladzany;260
518603;Lišov;SK0325518603;605;18,865265;48,226624;Lišov;Lišov;212
518611;Litava;SK0325518611;605;19,179352;48,298962;Litava;Litava;772
518646;Medovarce;SK0325518646;605;19,000985;48,232578;Medovarce;Medovarce;224
518701;Rykynčice;SK0325518701;605;18,969154;48,198295;Rykynčice;Rykynčice;266
518735;Sebechleby;SK0325518735;605;18,952368;48,274683;Sebechleby;Sebechleby;1192
518743;Selce;SK0325518743;605;19,042725;48,255248;Selce (KA);Selce, okres Krupina;90
518751;Senohrad;SK0325518751;605;19,197243;48,357298;Senohrad;Senohrad;738
518832;Sudince;SK0325518832;605;18,874239;48,214109;Sudince;Sudince;82
518841;Súdovce;SK0325518841;605;18,83583;48,208959;Súdovce;Súdovce;215
518867;Terany;SK0325518867;605;18,893218;48,179216;Terany;Terany;602
518883;Trpín;SK0325518883;605;19,139139;48,295893;Trpín;Trpín;108
518905;Uňatín;SK0325518905;605;19,063428;48,294929;Uňatín;Uňatín;181
518956;Zemiansky Vrbovok;SK0325518956;605;19,14329;48,333516;Zemiansky Vrbovok;Zemiansky Vrbovok;80
518999;Žibritov;SK0325518999;605;18,984225;48,390826;Žibritov;Žibritov;55
511226;Ábelová;SK0326511226;606;19,432685;48,410784;Ábelová;Ábelová;199
511234;Belina;SK0326511234;606;19,85362;48,242888;Belina;Belina;619
557315;Biskupice;SK0326557315;606;19,835362;48,250205;Biskupice;Biskupice;1153
511251;Boľkovce;SK0326511251;606;19,770541;48,337391;Boľkovce;Boľkovce;625
511277;Budiná;SK0326511277;606;19,475748;48,455843;Budiná;Budiná;216
558273;Bulhary;SK0326558273;606;19,848031;48,293625;Bulhary;Bulhary;312
511293;Buzitka;SK0326511293;606;19,80099;48,30824;Buzitka;Buzitka;507
511323;Čakanovce;SK0326511323;606;19,81468;48,213416;Čakanovce (LC);Čakanovce, okres Lučenec;1162
511331;Čamovce;SK0326511331;606;19,886731;48,249492;Čamovce;Čamovce;596
511358;Divín;SK0326511358;606;19,532665;48,450492;Divín;Divín;2060
511366;Dobroč;SK0326511366;606;19,565328;48,475966;Dobroč;Dobroč;593
511391;Fiľakovo;SK0326511391;606;19,822254;48,270649;Fiľakovo;Fiľakovo;10524
511404;Fiľakovské Kováče;SK0326511404;606;19,774482;48,2926;Fiľakovské Kováče;Fiľakovské Kováče;905
557331;Gregorova Vieska;SK0326557331;606;19,582644;48,385617;Gregorova Vieska;Gregorova Vieska;147
511421;Halič;SK0326511421;606;19,573841;48,354954;Halič;Halič;1675
511439;Holiša;SK0326511439;606;19,752558;48,30809;Holiša;Holiša;668
511463;Jelšovec;SK0326511463;606;19,600999;48,282153;Jelšovec;Jelšovec;330
511480;Kalonda;SK0326511480;606;19,656537;48,257771;Kalonda;Kalonda;205
511374;Kotmanová;SK0326511374;606;19,57994;48,485405;Kotmanová;Kotmanová;291
511528;Lehôtka;SK0326511528;606;19,54264;48,33983;Lehôtka;Lehôtka;348
511536;Lentvora;SK0326511536;606;19,450714;48,373076;Lentvora;Lentvora;94
511544;Lipovany;SK0326511544;606;19,70861;48,220418;Lipovany;Lipovany;252
511552;Lovinobaňa;SK0326511552;606;19,589438;48,438476;Lovinobaňa;Lovinobaňa;2010
511561;Ľuboreč;SK0326511561;606;19,516673;48,310046;Ľuboreč;Ľuboreč;344
511218;Lučenec;SK0326511218;606;19,663735;48,32986;Lučenec;Lučenec;27450
511579;Lupoč;SK0326511579;606;19,541204;48,360183;Lupoč;Lupoč;219
511609;Mašková;SK0326511609;606;19,563633;48,333556;Mašková;Mašková;331
580309;Mikušovce;SK0326580309;606;19,68442;48,30029;Mikušovce (LC);Mikušovce, okres Lučenec;270
511625;Mučín;SK0326511625;606;19,699564;48,245099;Mučín;Mučín;781
511641;Mýtna;SK0326511641;606;19,552404;48,466804;Mýtna;Mýtna;1178
511668;Nitra nad Ipľom;SK0326511668;606;19,772532;48,319056;Nitra nad Ipľom;Nitra nad Ipľom;379
511676;Nové Hony;SK0326511676;606;19,824948;48,362668;Nové Hony;Nové Hony;185
511692;Panické Dravce;SK0326511692;606;19,651654;48,283146;Panické Dravce;Panické Dravce;758
511706;Píla;SK0326511706;606;19,50721;48,482901;Píla (LC);Píla, okres Lučenec;251
511714;Pinciná;SK0326511714;606;19,761565;48,3594;Pinciná;Pinciná;214
511722;Pleš;SK0326511722;606;19,751161;48,231897;Pleš;Pleš;184
511749;Podrečany;SK0326511749;606;19,603162;48,403986;Podrečany;Podrečany;544
511757;Polichno;SK0326511757;606;19,498234;48,404931;Polichno;Polichno;134
511773;Praha;SK0326511773;606;19,508585;48,36357;Praha;Praha;78
511781;Prša;SK0326511781;606;19,791482;48,29964;Prša;Prša;210
511790;Radzovce;SK0326511790;606;19,828252;48,220234;Radzovce;Radzovce;1547
511803;Rapovce;SK0326511803;606;19,681352;48,273075;Rapovce;Rapovce;930
511811;Ratka;SK0326511811;606;19,785066;48,245248;Ratka;Ratka;302
511838;Ružiná;SK0326511838;606;19,55137;48,429102;Ružiná;Ružiná;846
511846;Stará Halič;SK0326511846;606;19,574201;48,366839;Stará Halič;Stará Halič;643
511854;Šávoľ;SK0326511854;606;19,819584;48,302363;Šávoľ;Šávoľ;547
511862;Šiatorská Bukovinka;SK0326511862;606;19,829142;48,183748;Šiatorská Bukovinka;Šiatorská Bukovinka;300
511871;Šíd;SK0326511871;606;19,880128;48,27484;Šíd;Šíd;1332
511897;Šurice;SK0326511897;606;19,915463;48,230259;Šurice;Šurice;489
511901;Točnica;SK0326511901;606;19,6412;48,413192;Točnica;Točnica;425
511919;Tomášovce;SK0326511919;606;19,61749;48,37481;Tomášovce (LC);Tomášovce, okres Lučenec;1343
511927;Trebeľovce;SK0326511927;606;19,715021;48,284267;Trebeľovce;Trebeľovce;892
557340;Trenč;SK0326557340;606;19,577639;48,223701;Trenč;Trenč;534
511943;Tuhár;SK0326511943;606;19,50787;48,42854;Tuhár;Tuhár;340
511994;Veľká nad Ipľom;SK0326511994;606;19,618848;48,262834;Veľká nad Ipľom;Veľká nad Ipľom;932
512010;Veľké Dravce;SK0326512010;606;19,839727;48,345979;Veľké Dravce;Veľké Dravce;706
557307;Vidiná;SK0326557307;606;19,651994;48,361423;Vidiná;Vidiná;1768
511269;Breznička;SK0327511269;607;19,738685;48,419164;Breznička (PT);Breznička, okres Poltár;727
511315;Cinobaňa;SK0327511315;607;19,648525;48,44706;Cinobaňa;Cinobaňa;2173
511340;České Brezovo;SK0327511340;607;19,805086;48,482427;České Brezovo;České Brezovo;453
557323;Ďubákovo;SK0327557323;607;19,736842;48,561346;Ďubákovo;Ďubákovo;80
511447;Hradište;SK0327511447;607;19,722547;48,491354;Hradište (PT);Hradište, okres Poltár;243
514900;Hrnčiarska Ves;SK0327514900;607;19,85707;48,432509;Hrnčiarska Ves;Hrnčiarska Ves;944
514918;Hrnčiarske Zalužany;SK0327514918;607;19,870167;48,40547;Hrnčiarske Zalužany;Hrnčiarske Zalužany;847
511471;Kalinovo;SK0327511471;607;19,70651;48,394323;Kalinovo;Kalinovo;2228
511498;Kokava nad Rimavicou;SK0327511498;607;19,841525;48,570256;Kokava nad Rimavicou;Kokava nad Rimavicou;2821
511501;Krná;SK0327511501;607;19,740224;48,510037;Krná;Krná;49
511595;Málinec;SK0327511595;607;19,68047;48,49702;Málinec;Málinec;1486
511617;Mládzovo;SK0327511617;607;19,705445;48,437264;Mládzovo;Mládzovo;92
511684;Ozdín;SK0327511684;607;19,686068;48,469462;Ozdín;Ozdín;292
511765;Poltár;SK0327511765;607;19,796892;48,435097;Poltár;Poltár;5476
511820;Rovňany;SK0327511820;607;19,741495;48,447934;Rovňany;Rovňany;248
515515;Selce;SK0327515515;607;19,877449;48,455751;Selce (PT);Selce, okres Poltár;117
515591;Sušany;SK0327515591;607;19,890373;48,411941;Sušany;Sušany;419
511889;Šoltýska;SK0327511889;607;19,744497;48,580425;Šoltýska;Šoltýska;86
511978;Uhorské;SK0327511978;607;19,749463;48,47111;Uhorské;Uhorské;518
580317;Utekáč;SK0327580317;607;19,804677;48,603082;Utekáč;Utekáč;891
512001;Veľká Ves;SK0327512001;607;19,675044;48,381016;Veľká Ves;Veľká Ves;437
582051;Zlatno;SK0327582051;607;19,819228;48,52021;Zlatno (PT);Zlatno, okres Poltár;472
514675;Držkovce;SK0328514675;608;20,23708;48,542623;Držkovce;Držkovce;573
514721;Gemer;SK0328514721;608;20,315635;48,449436;Gemer;Gemer;896
514756;Gemerská Ves;SK0328514756;608;20,281549;48,475144;Gemerská Ves;Gemerská Ves;1014
525677;Gemerské Teplice;SK0328525677;608;20,272504;48,60116;Gemerské Teplice;Gemerské Teplice;372
525685;Gemerský Sad;SK0328525685;608;20,314398;48,58543;Gemerský Sad;Gemerský Sad;302
514896;Hrlica;SK0328514896;608;20,050915;48,62853;Hrlica;Hrlica;67
525766;Hucín;SK0328525766;608;20,298252;48,564475;Hucín;Hucín;949
514977;Chvalová;SK0328514977;608;20,175356;48,514059;Chvalová;Chvalová;206
525774;Chyžné;SK0328525774;608;20,201377;48,663826;Chyžné;Chyžné;430
525791;Jelšava;SK0328525791;608;20,240589;48,627507;Jelšava;Jelšava;3284
525812;Kameňany;SK0328525812;608;20,192174;48,576248;Kameňany;Kameňany;871
515574;Leváre;SK0328515574;608;20,25432;48,513478;Leváre;Leváre;79
515159;Levkuška;SK0328515159;608;20,264103;48,457576;Levkuška;Levkuška;244
525901;Licince;SK0328525901;608;20,298172;48,538072;Licince;Licince;806
525928;Lubeník;SK0328525928;608;20,196899;48,65507;Lubeník;Lubeník;1292
525944;Magnezitovce;SK0328525944;608;20,225389;48,668403;Magnezitovce;Magnezitovce;436
580384;Mokrá Lúka;SK0328580384;608;20,149145;48,673559;Mokrá Lúka;Mokrá Lúka;532
525987;Muráň;SK0328525987;608;20,047009;48,7403;Muráň;Muráň;1217
525995;Muránska Dlhá Lúka;SK0328525995;608;20,081165;48,717681;Muránska Dlhá Lúka;Muránska Dlhá Lúka;911
526002;Muránska Huta;SK0328526002;608;20,112775;48,777315;Muránska Huta;Muránska Huta;186
526011;Muránska Lehota;SK0328526011;608;20,048091;48,728305;Muránska Lehota;Muránska Lehota;196
526029;Muránska Zdychava;SK0328526029;608;20,139805;48,737678;Muránska Zdychava;Muránska Zdychava;239
526037;Nandraž;SK0328526037;608;20,188224;48,608354;Nandraž;Nandraž;283
515256;Otročok;SK0328515256;608;20,275958;48,447923;Otročok;Otročok;320
515302;Ploské;SK0328515302;608;20,086484;48,603881;Ploské (RA);Ploské, okres Revúca;66
515311;Polina;SK0328515311;608;20,212496;48,493058;Polina;Polina;100
526100;Prihradzany;SK0328526100;608;20,23925;48,583903;Prihradzany;Prihradzany;75
526118;Rákoš;SK0328526118;608;20,149636;48,601808;Rákoš (RA);Rákoš, okres Revúca;414
515361;Rašice;SK0328515361;608;20,23856;48,47211;Rašice;Rašice;117
515370;Ratková;SK0328515370;608;20,09729;48,591592;Ratková;Ratková;635
515400;Ratkovské Bystré;SK0328515400;608;20,056657;48,645935;Ratkovské Bystré;Ratkovské Bystré;319
526142;Revúca;SK0328526142;608;20,114388;48,683583;Revúca;Revúca;11665
526151;Revúcka Lehota;SK0328526151;608;20,181234;48,672791;Revúcka Lehota;Revúcka Lehota;315
515507;Rybník;SK0328515507;608;20,124183;48,549653;Rybník (RA);Rybník, okres Revúca;152
557820;Sása;SK0328557820;608;20,108326;48,564176;Sása (RA);Sása, okres Revúca;206
526258;Sirk;SK0328526258;608;20,101127;48,618625;Sirk;Sirk;1309
515523;Skerešovo;SK0328515523;608;20,200582;48,504049;Skerešovo;Skerešovo;225
526304;Šivetice;SK0328526304;608;20,275564;48,581246;Šivetice;Šivetice;364
515612;Tornaľa;SK0328515612;608;20,327391;48,422204;Tornaľa;Tornaľa;7041
526321;Turčok;SK0328526321;608;20,148744;48,64065;Turčok;Turčok;280
515761;Višňové;SK0328515761;608;20,186491;48,515757;Višňové (RA);Višňové, okres Revúca;72
515833;Žiar;SK0328515833;608;20,273723;48,437034;Žiar (RA);Žiar, okres Revúca;124
557757;Abovce;SK0329557757;609;20,339351;48,318828;Abovce;Abovce;632
514489;Babinec;SK0329514489;609;20,005306;48,512294;Babinec;Babinec;58
514501;Barca;SK0329514501;609;20,229839;48,373019;Barca;Barca;619
514519;Bátka;SK0329514519;609;20,166384;48,380496;Bátka;Bátka;860
514535;Belín;SK0329514535;609;20,107542;48,340593;Belín;Belín;185
514543;Blhovce;SK0329514543;609;19,953219;48,273596;Blhovce;Blhovce;802
514551;Bottovo;SK0329514551;609;20,150458;48,312329;Bottovo;Bottovo;191
514586;Budikovany;SK0329514586;609;20,091165;48,484771;Budikovany;Budikovany;61
514594;Cakov;SK0329514594;609;20,225553;48,340035;Cakov;Cakov;342
514608;Čerenčany;SK0329514608;609;19,986859;48,407995;Čerenčany;Čerenčany;561
514616;Čierny Potok;SK0329514616;609;19,939368;48,2943;Čierny Potok;Čierny Potok;132
514624;Číž;SK0329514624;609;20,27951;48,313028;Číž;Číž;687
514632;Dolné Zahorany;SK0329514632;609;19,900754;48,351137;Dolné Zahorany;Dolné Zahorany;193
514641;Dražice;SK0329514641;609;20,066436;48,437118;Dražice;Dražice;269
514659;Drienčany;SK0329514659;609;20,071887;48,481277;Drienčany;Drienčany;248
514667;Drňa;SK0329514667;609;20,115539;48,262939;Drňa;Drňa;217
514683;Dubno;SK0329514683;609;20,001578;48,190647;Dubno;Dubno;159
514691;Dubovec;SK0329514691;609;20,153953;48,293553;Dubovec;Dubovec;535
557919;Dulovo;SK0329557919;609;20,189816;48,373711;Dulovo;Dulovo;266
514713;Figa;SK0329514713;609;20,253666;48,396608;Figa;Figa;458
514730;Gemerček;SK0329514730;609;19,993411;48,317371;Gemerček;Gemerček;94
514764;Gemerské Dechtáre;SK0329514764;609;20,036635;48,247994;Gemerské Dechtáre;Gemerské Dechtáre;426
557889;Gemerské Michalovce;SK0329557889;609;20,212406;48,437047;Gemerské Michalovce;Gemerské Michalovce;89
514781;Gemerský Jablonec;SK0329514781;609;19,976188;48,194456;Gemerský Jablonec;Gemerský Jablonec;720
514799;Gortva;SK0329514799;609;20,024988;48,295926;Gortva;Gortva;508
514811;Hajnáčka;SK0329514811;609;19,952566;48,216384;Hajnáčka;Hajnáčka;1141
514829;Hnúšťa;SK0329514829;609;19,953681;48,579196;Hnúšťa;Hnúšťa;7361
514837;Hodejov;SK0329514837;609;19,996425;48,302178;Hodejov;Hodejov;1601
514845;Hodejovec;SK0329514845;609;20,015796;48,28241;Hodejovec;Hodejovec;180
514853;Horné Zahorany;SK0329514853;609;20,008959;48,46098;Horné Zahorany;Horné Zahorany;116
514861;Hostice;SK0329514861;609;20,065864;48,238401;Hostice;Hostice;1082
514870;Hostišovce;SK0329514870;609;20,116268;48,49782;Hostišovce;Hostišovce;249
514888;Hrachovo;SK0329514888;609;19,950728;48,463649;Hrachovo;Hrachovo;835
514926;Hrušovo;SK0329514926;609;20,049747;48,512678;Hrušovo;Hrušovo;178
514934;Hubovo;SK0329514934;609;20,36745;48,399089;Hubovo;Hubovo;130
514942;Husiná;SK0329514942;609;19,876812;48,340503;Husiná;Husiná;557
514951;Chanava;SK0329514951;609;20,298174;48,337723;Chanava;Chanava;715
514969;Chrámec;SK0329514969;609;20,18513;48,277734;Chrámec;Chrámec;472
514985;Ivanice;SK0329514985;609;20,236725;48,328179;Ivanice;Ivanice;277
514993;Janice;SK0329514993;609;20,214208;48,278769;Janice;Janice;309
515001;Jesenské;SK0329515001;609;20,073153;48,304063;Jesenské (RS);Jesenské, okres Rimavská Sobota;2297
515019;Jestice;SK0329515019;609;20,053243;48,219013;Jestice;Jestice;143
515027;Kaloša;SK0329515027;609;20,232524;48,415733;Kaloša;Kaloša;823
515035;Kesovce;SK0329515035;609;20,352573;48,374559;Kesovce;Kesovce;275
515043;Klenovec;SK0329515043;609;19,891032;48,596767;Klenovec;Klenovec;3124
515051;Kociha;SK0329515051;609;19,944445;48,479047;Kociha;Kociha;211
515060;Konrádovce;SK0329515060;609;19,904662;48,299336;Konrádovce;Konrádovce;325
515078;Kráľ;SK0329515078;609;20,341842;48,328352;Kráľ;Kráľ;956
515086;Kraskovo;SK0329515086;609;19,989174;48,50124;Kraskovo;Kraskovo;128
515094;Krokava;SK0329515094;609;20,026562;48,629779;Krokava;Krokava;23
515108;Kružno;SK0329515108;609;19,931284;48,411901;Kružno;Kružno;358
